mode,threads,Nx,Ny,Nz,dt,steps,runtime_s,min,mean,max,mass,l2,peak,peak_x,peak_y,peak_z
full_climate_3d,2,64,64,64,0.000390625,120,0.709666,0,0.214035,0.877523,58779.4,24805.1,0.877523,0.515625,0.5,0.5
